"pwsid","a_int.dwater","pw_ext_pop.disability"
"AR0000645",0,592
"AR0000646",0,1152
"AR0000647",1,35
"AR0000649",1,50
"AR0000650",26,33
"AR0000653",26,69
"AR0000654",1,47
"AR0000658",2,200
"AR0000660",6,175
"AR0000661",2,19
"AR0000662",0,15
"AR0000663",3,54
"AR0000667",0,1
"AR0000668",0,851
"AR0000669",6,57
"AR0000670",2,64
"AR0000671",0,392
"AR0000672",1,365
"AR0000673",1,122
"AR0000674",1,1206
"AR0000675",2,287
"AR0000676",0,6
"AR0000677",3,NA
"AR0000678",2,224
"AR0000680",3,22
"AR0000681",3,135
"AR0000682",0,162
"AR0000683",0,77
"AR0000684",0,106
"AR0000685",1,14
"AR0000686",0,81
"AR0000688",0,946
"AR0000689",0,358
"AR0000690",0,154
"AR0000692",0,12
"AR0000693",0,241
"AR0000696",0,6
"AR0000697",28,869
"AR0000698",0,436
"AR0000699",0,91
"AR0000700",0,44
"AR0000701",0,50
"AR0000702",0,139
"AR0000704",0,827
"AR0000705",3,62
"AR0000706",0,389
"AR0000709",0,41
"AR0000713",2,18
"AR0000714",17,136
"AR0000715",9,45
"AR0000716",0,15
"AR0000718",2,1
"AR0000720",0,374
"AR0000722",0,907
"AR0000725",0,2139
"AR0000726",1,184
"AR0000727",1,600
"AR0000730",0,17
"AR0000732",0,40
"AR0000734",0,1654
"AR0000735",0,635
"AR0000736",2,24
"AR0000737",2,72
"AR0000738",1,6033
"AR0000741",0,294
"AR0000747",0,5
"AR0000749",1,46
"AR0000753",1,1
"AR0000755",0,NA
"AR0000758",1,29
"AR0000759",0,306
"AR0000764",0,44
"AR0000765",3,340
"AR0000767",1,40
"AR0000768",1,124
"AR0000770",0,70
"AR0000772",0,148
"AR0000773",38,960
"AR0000774",0,571
"AR0000779",0,6
"AR0000780",1,4
"AR0000781",0,117
"AR0000782",0,1911
"AR0000783",1,18
"AR0000785",0,65
"AR0000786",0,2
"AR0000787",12,247
"AR0000790",0,1
"AR0000792",0,2
"AR0000793",0,8
"AR0000796",10,163
"AR0000798",0,228
"AR0000799",0,9
"AR0000800",0,642
"AR0000801",0,48
"AR0000802",0,67
"AR0000803",0,9
"AR0000804",0,53
"AR0000805",16,1456
"AR0000808",NA,NA
"AR0000809",3,315
"AR0000811",0,443
"AR0000812",0,482
"AR0000813",0,140
"AR0000814",0,162
"AR0000815",4,36
"AR0000818",1,9
"AR0000819",7,15
"AR0000821",0,3537
"AR0000822",53,382
"AR0000824",NA,NA
"AR0000825",0,190
"AR0000826",1,352
"AR0000827",0,NA
"AR0000833",0,168
"AR0000835",0,179
"AR0000836",1,4427
"AR0000837",0,71
"AR0000844",6,376
"AR0000845",4,263
"AR0000846",64,481
"AR0000851",20,374
"AR0000852",0,124
"AR0000856",2,93
"AR0000857",0,3
"AR0000858",0,150
"AR0000867",0,2896
"AR0000868",0,1107
"AR0000870",0,305
"AR0000871",0,629
"AR0000873",1,NA
"AR0000877",0,13
"AR0000878",0,132
"AR0000882",1,36
"AR0000883",0,4
"AR0000884",2,6
"AR0000885",0,322
"AR0000886",0,4
"AR0000887",37,528
"AR0000889",4,533
"AR0000890",0,NA
"AR0000891",0,NA
"AR0000895",7,NA
"AR0000899",0,46
"AR0000912",0,232
"AR0000913",0,196
"AR0000919",1,710
"AR0000927",0,3
"AR0000951",25,12
"AR0000978",2,58
"AR0000979",0,99
"AR0000998",1,152
"AR0001069",0,138
"AR0001070",0,374
"AR0001075",0,38
"AR0001076",0,813
"AR0001077",12,97
"AR0001078",28,395
"AR0001091",0,12
"AR0001141",0,337
"AR0001178",0,418
"AR0001240",0,1
"ART001101",3,NA
"090400089",0,138
"090600030",1,7
"090600057",8,13
"090600058",NA,40
"090600118",0,3478
"090600120",0,159
"090600121",0,34
"090600122",0,224
"090600126",NA,30
"090600128",0,3
"090600129",2,18
"090600130",0,6
"090600133",0,10
"090600134",0,2
"090600135",1,2
"090600138",2,140
"090600139",0,6
"090600142",0,187
"090600144",1,28
"090600145",0,8
"090600146",0,13
"090600147",0,370
"090600148",NA,86
"090600150",6,2
"090600151",0,26
"090600156",41,87
"090600158",0,3609
"090600159",0,3
"090600160",0,91
"090600194",18,11
"090600227",0,3
"090600362",13,17
"090605004",0,20
"090605006",0,2
"090605007",0,779
"090605008",0,863
"090605011",NA,7
"090605013",0,349
"090605014",0,17
"090605015",0,32
"090605017",0,8
"090605019",NA,9
"090605021",0,37
"090605024",0,2855
"090605025",0,17
"090605041",0,4
"090605045",3,3
"090605047",0,12
"090605060",0,4
"090605062",0,39
"090605073",NA,4
"090605080",0,71
"090605107",0,16
"090605118",0,30
"090605119",0,18
"090605120",0,73
"090605121",0,3811
"090605124",0,11
"090605126",0,432
"090605129",0,106
"090605130",0,4
"090605132",0,9
"090605143",0,4
"090605147",0,2
"090605150",0,16
"090605153",0,53
"090605160",0,454
"090605164",NA,80
"093200359",0,0
"CA0103040",0,NA
"CA0103041",0,141
"CA0105008",0,43
"CA0110001",0,26497
"CA0110003",0,5089
"CA0110005",NA,148590
"CA0110006",0,20388
"CA0110008",0,6280
"CA0110009",0,5590
"CA0110010",0,20039
"CA0110011",0,7814
"CA0110012",0,12
"CA0110016",0,77
"CA0110018",0,30
"CA0202503",3,NA
"CA0202504",3,3
"CA0202522",0,47
"CA0210001",3,12
"CA0210002",2,24
"CA0300010",0,10
"CA0300011",0,NA
"CA0300016",0,5
"CA0300019",0,8
"CA0300024",0,NA
"CA0300037",0,NA
"CA0300053",0,2
"CA0300062",5,NA
"CA0300078",5,NA
"CA0310001",0,1009
"CA0310002",5,555
"CA0310003",0,681
"CA0310004",0,76
"CA0310005",0,535
"CA0310006",NA,85
"CA0310008",0,NA
"CA0310011",0,30
"CA0310012",0,951
"CA0310018",0,68
"CA0310019",0,NA
"CA0310021",0,221
"CA0400001",0,NA
"CA0400003",0,NA
"CA0400004",0,NA
"CA0400007",0,5
"CA0400008",0,20
"CA0400012",0,34
"CA0400013",0,11
"CA0400014",0,12
"CA0400016",0,NA
"CA0400019",0,4
"CA0400020",0,11
"CA0400021",3,NA
"CA0400023",3,NA
"CA0400026",0,NA
"CA0400027",0,49
"CA0400030",0,14
"CA0400040",0,NA
"CA0400042",0,NA
"CA0400051",3,NA
"CA0400078",0,2
"CA0400090",0,2
"CA0400091",0,1
"CA0400123",0,NA
"CA0400149",0,0
"CA0400151",0,7
"CA0400155",0,0
"CA0405001",0,0
"CA0409181",0,6
"CA0409183",0,NA
"CA0410001",0,364
"CA0410002",0,14230
"CA0410003",NA,152
"CA0410004",NA,1199
"CA0410005",0,2291
"CA0410006",NA,4907
"CA0410007",NA,1203
"CA0410008",0,2001
"CA0410009",NA,15
"CA0410011",NA,372
"CA0410012",NA,NA
"CA0410018",0,49
"CA0500019",0,6
"CA0500027",0,9
"CA0500068",0,NA
"CA0500075",0,3
"CA0500082",0,NA
"CA0500091",NA,NA
"CA0510001",0,307
"CA0510002",0,889
"CA0510003",0,737
"CA0510004",0,1
"CA0510005",0,226
"CA0510006",0,2022
"CA0510009",2,99
"CA0510010",0,221
"CA0510011",5,6
"CA0510012",0,19
"CA0510016",13,51
"CA0510017",0,651
"CA0510019",NA,147
"CA0600005",0,7
"CA0600008",96,31
"CA0600012",0,94
"CA0600013",0,28
"CA0605011",0,9
"CA0610001",0,326
"CA0610002",0,867
"CA0610003",0,188
"CA0610004",0,380
"CA0706004",20,5
"CA0706005",1,10
"CA0707501",1,16
"CA0707507",41,16
"CA0707517",0,NA
"CA0707519",41,1
"CA0707523",1,NA
"CA0707545",0,NA
"CA0707547",0,10
"CA0707553",0,NA
"CA0707556",1,0
"CA0707569",1,22
"CA0707572",1,6
"CA0707573",41,43
"CA0707575",1,NA
"CA0707576",0,NA
"CA0707577",0,NA
"CA0707585",0,2
"CA0707588",0,7
"CA0707589",0,NA
"CA0707594",0,NA
"CA0707597",41,NA
"CA0707598",0,NA
"CA0707601",0,NA
"CA0707603",0,23
"CA0707608",41,NA
"CA0707613",0,15
"CA0707615",0,NA
"CA0707623",0,NA
"CA0710001",0,17442
"CA0710002",0,3306
"CA0710003",0,67314
"CA0710004",0,7176
"CA0710006",0,3663
"CA0710007",5,5300
"CA0710008",0,10328
"CA0710009",0,1563
"CA0710010",0,1
"CA0710011",0,1
"CA0800526",0,5
"CA0800532",2,18
"CA0800548",0,21
"CA0800552",0,23
"CA0800555",0,109
"CA0800556",2,4
"CA0800557",0,10
"CA0800603",0,NA
"CA0800605",0,NA
"CA0800700",0,NA
"CA0800800",0,NA
"CA0800825",2,NA
"CA0810001",0,2661
"CA0810002",0,338
"CA0810003",0,259
"CA0900102",0,NA
"CA0900112",0,1
"CA0900300",57,5
"CA0900308",0,10
"CA0900404",0,6
"CA0900422",0,5
"CA0901217",0,NA
"CA0910001",NA,14908
"CA0910002",0,3361
"CA0910003",0,1018
"CA0910006",0,82
"CA0910007",0,85
"CA0910012",36,0
"CA0910013",5,2272
"CA0910015",0,71
"CA0910017",60,0
"CA0910018",0,34
"CA0910019",0,44
"CA1000004",0,3
"CA1000005",0,3
"CA1000018",0,32
"CA1000019",86,3
"CA1000021",0,54
"CA1000023",0,8
"CA1000039",2,32
"CA1000040",0,3
"CA1000041",20,1
"CA1000042",0,4
"CA1000053",0,44
"CA1000054",6,13
"CA1000056",0,15
"CA1000057",7,7
"CA1000063",0,9
"CA1000069",0,13
"CA1000075",0,NA
"CA1000078",0,29
"CA1000186",0,NA
"CA1000199",NA,NA
"CA1000200",NA,NA
"CA1000213",0,NA
"CA1000229",0,21
"CA1000238",0,NA
"CA1000244",0,NA
"CA1000247",0,3
"CA1000257",0,7
"CA1000259",7,8
"CA1000260",0,NA
"CA1000265",0,11
"CA1000267",0,8
"CA1000277",0,11
"CA1000295",0,NA
"CA1000298",0,30
"CA1000299",0,NA
"CA1000324",0,9
"CA1000345",52,19
"CA1000359",83,9
"CA1000366",0,NA
"CA1000369",0,NA
"CA1000378",0,17
"CA1000405",0,NA
"CA1000426",0,NA
"CA1000430",0,NA
"CA1000471",0,80
"CA1000472",0,NA
"CA1000484",48,NA
"CA1000546",55,1
"CA1000550",0,8
"CA1000551",0,29
"CA1000554",6,23
"CA1000555",0,NA
"CA1000570",0,NA
"CA1000585",86,NA
"CA1000627",0,7
"CA1009020",68,NA
"CA1009023",55,NA
"CA1009027",3,NA
"CA1009028",55,NA
"CA1009039",0,NA
"CA1009051",83,1
"CA1009078",0,NA
"CA1009111",0,14
"CA1009120",0,8
"CA1009179",63,0
"CA1009214",83,5
"CA1009222",55,NA
"CA1009232",74,NA
"CA1010001",0,2439
"CA1010003",0,13086
"CA1010004",0,1931
"CA1010005",2,662
"CA1010007",NA,73080
"CA1010013",0,4
"CA1010017",0,14
"CA1010018",0,1781
"CA1010019",0,1680
"CA1010020",0,176
"CA1010021",6,722
"CA1010023",NA,639
"CA1010024",NA,3198
"CA1010025",0,1319
"CA1010026",0,1418
"CA1010027",0,2361
"CA1010028",0,326
"CA1010029",0,3179
"CA1010030",7,55
"CA1010034",0,167
"CA1010035",NA,100
"CA1010039",NA,116
"CA1010042",0,131
"CA1010044",60,553
"CA1010049",5,206
"CA1010051",0,19
"CA1010052",0,2
"CA1010053",0,13
"CA1010055",0,197
"CA1010062",48,10
"CA1010339",0,148
"CA1010501",0,6
"CA1010800",NA,NA
"CA1100203",0,52
"CA1100237",0,3
"CA1100254",0,NA
"CA1100404",0,18
"CA1100413",0,4
"CA1100436",0,14
"CA1100444",0,13
"CA1100445",0,3
"CA1100452",0,9
"CA1100616",0,12
"CA1100711",0,6
"CA1110001",0,942
"CA1110002",NA,280
"CA1110003",0,634
"CA1200501",NA,19
"CA1200518",0,43
"CA1200538",0,17
"CA1200541",0,20
"CA1200544",0,8
"CA1200547",0,NA
"CA1200553",0,43
"CA1200566",0,NA
"CA1200587",1,3
"CA1200588",0,7
"CA1200590",0,2
"CA1200591",0,1
"CA1200592",0,9
"CA1200643",0,NA
"CA1200671",0,43
"CA1200687",0,5
"CA1200701",0,46
"CA1200706",0,NA
"CA1200707",0,81
"CA1200715",0,4
"CA1200718",0,NA
"CA1200729",0,71
"CA1206002",0,NA
"CA1206004",0,56
"CA1210001",0,2773
"CA1210002",0,178
"CA1210004",0,5919
"CA1210006",0,2204
"CA1210007",0,402
"CA1210008",0,138
"CA1210009",0,3701
"CA1210010",0,108
"CA1210011",0,163
"CA1210012",0,532
"CA1210013",0,15907
"CA1210015",0,318
"CA1210016",0,2616
"CA1210017",0,192
"CA1210018",0,51
"CA1210019",0,238
"CA1210020",0,191
"CA1210021",0,112
"CA1210022",0,85
"CA1210023",0,141
"CA1210024",0,99
"CA1300009",0,44
"CA1300018",0,0
"CA1300513",0,2
"CA1300514",0,1
"CA1300546",1,2
"CA1300550",0,129
"CA1300555",1,NA
"CA1300572",0,NA
"CA1300575",0,NA
"CA1300588",0,NA
"CA1300616",1,26
"CA1300620",1,9
"CA1300622",1,0
"CA1300626",0,NA
"CA1300628",0,NA
"CA1300629",0,0
"CA1300664",1,1
"CA1310001",0,3929
"CA1310002",0,4630
"CA1310003",0,443
"CA1310004",0,6588
"CA1310005",0,1042
"CA1310006",0,2474
"CA1310007",0,657
"CA1310008",0,231
"CA1310013",0,248
"CA1310700",0,40
"CA1310800",0,17
"CA1310801",0,0
"CA1400002",0,NA
"CA1400004",0,2
"CA1400005",0,47
"CA1400006",0,18
"CA1400007",0,79
"CA1400010",0,95
"CA1400020",2,6
"CA1400025",1,NA
"CA1400026",1,NA
"CA1400027",18,8
"CA1400030",0,23
"CA1400031",0,NA
"CA1400034",1,NA
"CA1400036",18,9
"CA1400037",2,4
"CA1400045",0,NA
"CA1400056",0,NA
"CA1400059",0,NA
"CA1400066",0,2
"CA1400070",1,11
"CA1400072",2,NA
"CA1400078",1,NA
"CA1400098",18,4
"CA1400099",7,NA
"CA1400109",1,NA
"CA1400110",0,NA
"CA1400111",0,133
"CA1400135",0,NA
"CA1400144",0,NA
"CA1400155",0,2
"CA1400511",0,2
"CA1400518",0,NA
"CA1410001",0,630
"CA1410002",2,NA
"CA1410003",1,159
"CA1410004",0,140
"CA1410005",0,81
"CA1410006",0,140
"CA1410007",0,99
"CA1410008",2,114
"CA1410009",2,151
"CA1410502",0,NA
"CA1410503",0,7
"CA1410505",0,18
"CA1410510",2,0
"CA1410800",0,9
"CA1500096",0,4
"CA1500152",0,NA
"CA1500209",0,8
"CA1500211",0,160
"CA1500231",5,84
"CA1500251",0,11
"CA1500252",2,18
"CA1500289",1,11
"CA1500290",24,49
"CA1500296",1,NA
"CA1500314",5,19
"CA1500324",0,10
"CA1500327",6,6
"CA1500333",6,13
"CA1500336",0,3
"CA1500340",0,NA
"CA1500341",0,5
"CA1500344",0,3
"CA1500349",0,31
"CA1500364",2,5
"CA1500371",2,6
"CA1500374",0,19
"CA1500378",24,68
"CA1500393",90,18
"CA1500398",0,10
"CA1500401",6,5
"CA1500404",0,NA
"CA1500405",24,11
"CA1500406",15,69
"CA1500407",0,21
"CA1500409",23,37
"CA1500413",0,NA
"CA1500424",8,39
"CA1500426",16,42
"CA1500436",0,NA
"CA1500443",2,46
"CA1500447",0,1
"CA1500448",15,6
"CA1500449",0,NA
"CA1500452",0,138
"CA1500455",3,7
"CA1500458",215,7
"CA1500459",0,9
"CA1500465",0,12
"CA1500466",0,14
"CA1500475",47,31
"CA1500478",94,27
"CA1500481",0,11
"CA1500483",0,7
"CA1500485",0,NA
"CA1500489",0,9
"CA1500493",5,14
"CA1500494",157,NA
"CA1500507",0,4
"CA1500516",0,NA
"CA1500518",0,NA
"CA1500525",15,23
"CA1500535",0,7
"CA1500540",0,7
"CA1500542",2,14
"CA1500543",1,8
"CA1500544",0,15
"CA1500546",1,14
"CA1500550",0,15
"CA1500553",1,20
"CA1500554",4,11
"CA1500555",0,2
"CA1500556",0,13
"CA1500557",0,42
"CA1500560",1,6
"CA1500561",1,16
"CA1500563",0,15
"CA1500564",0,7
"CA1500566",0,NA
"CA1500569",0,13
"CA1500571",2,NA
"CA1500575",157,18
"CA1500578",15,10
"CA1500579",4,6
"CA1500584",1,12
"CA1500585",12,11
"CA1500588",0,NA
"CA1500591",0,7
"CA1500593",1,NA
"CA1500599",0,4
"CA1502056",2,7
"CA1502164",0,5
"CA1502232",16,3
"CA1502247",13,0
"CA1502315",0,NA
"CA1502320",0,42
"CA1502383",0,0
"CA1502449",2,6
"CA1502465",5,3
"CA1502545",0,NA
"CA1502564",0,9
"CA1502569",8,10
"CA1502600",1,6
"CA1502608",4,7
"CA1502619",4,6
"CA1502620",0,1
"CA1502622",0,1
"CA1502629",1,8
"CA1502645",1,NA
"CA1502653",15,18
"CA1502659",4,5
"CA1502663",0,4
"CA1502670",0,27
"CA1502690",0,10
"CA1502699",5,9
"CA1502744",8,NA
"CA1502750",1,30
"CA1503226",0,15
"CA1503270",2,334
"CA1503329",0,6
"CA1503475",5,104
"CA1503509",0,NA
"CA1503526",12,NA
"CA1503536",0,14
"CA1503669",1,6
"CA1503684",4,4
"CA1510001",0,967
"CA1510002",0,432
"CA1510003",NA,30646
"CA1510004",0,235
"CA1510005",NA,2877
"CA1510006",1,3383
"CA1510007",1,599
"CA1510009",2,320
"CA1510011",0,82
"CA1510012",0,1336
"CA1510013",NA,720
"CA1510014",0,779
"CA1510015",NA,4523
"CA1510016",9,39
"CA1510017",NA,4572
"CA1510018",4,3103
"CA1510019",0,1358
"CA1510020",1,1438
"CA1510021",0,1638
"CA1510022",NA,2818
"CA1510023",1,150
"CA1510024",0,1320
"CA1510025",0,648
"CA1510026",2,46
"CA1510027",0,719
"CA1510028",0,311
"CA1510029",1,3310
"CA1510031",0,14317
"CA1510032",4,3130
"CA1510033",0,169
"CA1510036",4,98
"CA1510038",0,767
"CA1510039",6,101
"CA1510040",NA,0
"CA1510042",0,180
"CA1510043",14,87
"CA1510045",0,1350
"CA1510046",0,21
"CA1510049",2,41
"CA1510051",46,56
"CA1510052",24,83
"CA1510054",0,11
"CA1510055",0,3256
"CA1510056",0,33
"CA1510701",0,80
"CA1510703",NA,0
"CA1510800",0,NA
"CA1510801",0,0
"CA1510802",NA,0
"CA1600002",27,NA
"CA1600023",37,0
"CA1600293",0,NA
"CA1600507",0,9
"CA1610001",NA,452
"CA1610002",20,835
"CA1610003",NA,5936
"CA1610004",NA,2092
"CA1610005",NA,3243
"CA1610006",10,107
"CA1610007",NA,281
"CA1610009",35,119
"CA1610700",NA,230
"CA1700502",0,11
"CA1700508",3,14
"CA1700518",1,28
"CA1700519",0,NA
"CA1700527",1,1
"CA1700536",0,4
"CA1700546",0,NA
"CA1700549",0,NA
"CA1700554",0,7
"CA1700561",0,8
"CA1700568",0,54
"CA1700579",NA,8
"CA1700580",0,NA
"CA1700584",0,NA
"CA1700589",0,NA
"CA1700592",0,7
"CA1700595",0,NA
"CA1700596",NA,NA
"CA1700606",0,13
"CA1700609",6,NA
"CA1700610",0,1
"CA1700630",0,17
"CA1700657",0,NA
"CA1700674",0,6
"CA1700702",0,NA
"CA1710001",3,779
"CA1710002",0,798
"CA1710003",0,1596
"CA1710004",0,845
"CA1710005",0,539
"CA1710006",0,986
"CA1710007",0,549
"CA1710008",0,612
"CA1710009",NA,120
"CA1710010",0,154
"CA1710011",0,131
"CA1710012",0,82
"CA1710013",0,120
"CA1710014",0,493
"CA1710015",0,662
"CA1710018",0,145
"CA1710021",0,464
"CA1710022",0,278
"CA1710800",0,NA
"CA1800503",0,25
"CA1800511",0,58
"CA1800512",0,23
"CA1800516",0,9
"CA1800522",0,3
"CA1800523",0,NA
"CA1800524",0,3
"CA1800529",NA,19
"CA1800534",0,42
"CA1805004",0,116
"CA1805007",0,350
"CA1810001",0,1464
"CA1810002",0,353
"CA1810003",0,17
"CA1810004",0,80
"CA1900038",1,8
"CA1900046",0,NA
"CA1900055",1,7
"CA1900062",0,NA
"CA1900074",0,6
"CA1900075",2,2
"CA1900100",2,13
"CA1900102",0,57
"CA1900130",0,94
"CA1900145",1,3
"CA1900146",1,54
"CA1900154",1,5
"CA1900155",0,10
"CA1900158",0,5
"CA1900301",1,58
"CA1900303",0,23
"CA1900520",1,NA
"CA1900523",1,208
"CA1900529",1,NA
"CA1900537",1,NA
"CA1900541",0,9
"CA1900542",0,1
"CA1900555",0,0
"CA1900563",16,70
"CA1900599",0,5
"CA1900616",1,0
"CA1900636",0,30
"CA1900649",0,29
"CA1900693",0,NA
"CA1900717",0,NA
"CA1900721",0,NA
"CA1900767",2,3
"CA1900785",1,2
"CA1900794",0,20
"CA1900801",1,4
"CA1900803",0,82
"CA1900804",1,13
"CA1900808",0,NA
"CA1900809",NA,46
"CA1900817",0,14
"CA1900843",0,50
"CA1900849",1,49
"CA1900868",0,NA
"CA1900903",1,13
"CA1900907",0,29
"CA1900913",0,30
"CA1900936",1,17
"CA1900942",0,7
"CA1900961",2,NA
"CA1900975",0,NA
"CA1907014",1,13
"CA1907028",0,11
"CA1909006",2,43
"CA1910001",0,8070
"CA1910002",NA,347
"CA1910003",NA,5632
"CA1910004",0,4937
"CA1910005",0,1161
"CA1910006",0,192
"CA1910007",0,10748
"CA1910009",0,5878
"CA1910010",0,255
"CA1910011",0,4261
"CA1910012",0,391
"CA1910013",NA,5128
"CA1910017",0,26501
"CA1910019",NA,5154
"CA1910020",0,1518
"CA1910021",0,2774
"CA1910022",0,129
"CA1910023",0,159
"CA1910024",0,4388
"CA1910025",0,129
"CA1910026",0,7921
"CA1910027",NA,81
"CA1910028",0,2706
"CA1910029",0,649
"CA1910030",0,3220
"CA1910032",0,9114
"CA1910033",NA,16981
"CA1910034",NA,11183
"CA1910035",0,146
"CA1910036",0,13070
"CA1910038",0,2246
"CA1910039",0,23004
"CA1910040",NA,1326
"CA1910041",NA,53871
"CA1910042",4,1631
"CA1910043",0,23848
"CA1910044",0,4860
"CA1910045",NA,38857
"CA1910046",0,612
"CA1910047",NA,3200
"CA1910048",0,26278
"CA1910049",0,4862
"CA1910050",0,2338
"CA1910051",0,12405
"CA1910052",0,2060
"CA1910053",0,56
"CA1910054",0,452
"CA1910056",0,167
"CA1910059",0,5310
"CA1910060",0,878
"CA1910061",0,449
"CA1910062",0,4417
"CA1910063",0,1322
"CA1910064",0,469
"CA1910065",NA,50030
"CA1910066",1,8
"CA1910067",NA,433392
"CA1910070",NA,18276
"CA1910072",0,1138
"CA1910073",0,1942
"CA1910075",0,42
"CA1910077",0,5909
"CA1910079",0,5021
"CA1910081",0,222
"CA1910083",NA,2580
"CA1910084",0,706
"CA1910085",0,2905
"CA1910086",0,2905
"CA1910087",0,6845
"CA1910090",NA,3310
"CA1910091",0,3512
"CA1910092",NA,5894
"CA1910096",0,25734
"CA1910098",0,4951
"CA1910099",0,21
"CA1910101",0,1459
"CA1910102",NA,15132
"CA1910103",0,608
"CA1910104",0,6533
"CA1910105",NA,4706
"CA1910108",0,844
"CA1910117",0,0
"CA1910124",0,15749
"CA1910125",18,2266
"CA1910126",0,15705
"CA1910127",0,3731
"CA1910128",0,1216
"CA1910130",0,1731
"CA1910134",0,6853
"CA1910139",0,4895
"CA1910140",0,1154
"CA1910142",0,7771
"CA1910143",0,2775
"CA1910144",0,3206
"CA1910146",0,8597
"CA1910147",0,667
"CA1910148",0,913
"CA1910149",20,831
"CA1910152",NA,7123
"CA1910153",0,1434
"CA1910154",0,1771
"CA1910155",NA,30520
"CA1910156",1,4222
"CA1910157",0,2152
"CA1910158",0,63
"CA1910159",0,1301
"CA1910160",0,773
"CA1910161",0,2274
"CA1910163",0,670
"CA1910165",1,777
"CA1910166",0,513
"CA1910167",0,14
"CA1910169",0,2243
"CA1910173",0,4412
"CA1910174",0,6628
"CA1910179",0,12131
"CA1910185",0,767
"CA1910186",0,3896
"CA1910189",0,456
"CA1910191",0,1234
"CA1910194",NA,4159
"CA1910195",NA,807
"CA1910199",0,29
"CA1910200",0,119
"CA1910203",0,1112
"CA1910204",0,1566
"CA1910205",0,18430
"CA1910211",0,7996
"CA1910212",0,2836
"CA1910213",0,10324
"CA1910218",0,419
"CA1910223",0,1915
"CA1910225",0,5392
"CA1910234",0,8723
"CA1910239",NA,5715
"CA1910240",0,25734
"CA1910241",0,69
"CA1910242",0,9
"CA1910243",0,206
"CA1910244",0,63
"CA1910245",NA,1964
"CA1910246",26,131
"CA1910247",0,25734
"CA1910248",0,644
"CA1910249",1,208
"CA1910250",0,1238
"CA1910255",0,953
"CA1910801",1,11
"CA2000293",8,4
"CA2000501",49,16
"CA2000502",0,21
"CA2000506",49,19
"CA2000509",13,23
"CA2000511",0,2
"CA2000512",1,29
"CA2000521",26,56
"CA2000524",28,8
"CA2000526",8,NA
"CA2000527",28,11
"CA2000529",0,16
"CA2000530",28,NA
"CA2000533",28,NA
"CA2000534",64,23
"CA2000538",28,2
"CA2000544",64,11
"CA2000549",10,13
"CA2000551",0,NA
"CA2000552",49,NA
"CA2000553",NA,NA
"CA2000554",0,13
"CA2000557",0,16
"CA2000561",37,30
"CA2000573",0,NA
"CA2000589",13,NA
"CA2000592",48,NA
"CA2000593",0,20
"CA2000595",0,NA
"CA2000605",28,NA
"CA2000608",1,NA
"CA2000647",13,3
"CA2000688",28,2
"CA2000690",0,25
"CA2000692",0,11
"CA2000724",0,10
"CA2000727",NA,NA
"CA2000728",0,100
"CA2000729",1,NA
"CA2000737",27,NA
"CA2000757",0,50
"CA2000775",0,NA
"CA2000800",1,NA
"CA2000828",48,NA
"CA2000832",0,62
"CA2000849",0,NA
"CA2000851",0,11
"CA2000865",0,15
"CA2010001",0,1563
"CA2010002",NA,7712
"CA2010003",3,93
"CA2010004",1,326
"CA2010005",2,760
"CA2010006",0,323
"CA2010007",6,318
"CA2010008",0,344
"CA2010009",1,124
"CA2010011",0,229
"CA2010012",0,33
"CA2010013",0,12
"CA2010014",4,73
"CA2010016",1,218
"CA2010017",15,0
"CA2010800",0,81
"CA2010801",0,92
"CA2100508",0,11
"CA2100519",0,9
"CA2100549",0,NA
"CA2100565",0,NA
"CA2100579",0,1
"CA2110001",0,104
"CA2110002",0,17363
"CA2110003",0,6829
"CA2110004",1,38
"CA2110005",0,79
"CA2110006",0,35
"CA2110007",0,5
"CA2110008",0,2
"CA2110350",0,4
"CA2110502",0,26
"CA2210001",0,287
"CA2210002",0,42
"CA2210503",0,67
"CA2210510",0,0
"CA2210515",0,NA
"CA2210851",NA,0
"CA2210900",0,NA
"CA2210901",0,18
"CA2210903",0,3
"CA2210905",0,NA
"CA2210906",0,5
"CA2210924",0,5
"CA2210925",0,NA
"CA2300502",0,NA
"CA2300506",0,8
"CA2300507",0,70
"CA2300514",0,2
"CA2300545",30,NA
"CA2300590",30,8
"CA2300591",0,34
"CA2300596",0,NA
"CA2300604",0,6
"CA2300605",1,37
"CA2300606",0,7
"CA2300609",30,NA
"CA2300610",30,12
"CA2300634",0,18
"CA2300644",NA,10
"CA2300646",4,10
"CA2300663",21,NA
"CA2300667",0,18
"CA2300668",30,NA
"CA2300705",0,NA
"CA2300708",0,0
"CA2300717",0,NA
"CA2300730",0,8
"CA2300731",1,25
"CA2300735",NA,NA
"CA2300743",0,0
"CA2300832",13,NA
"CA2300837",0,3
"CA2300892",0,NA
"CA2310001",0,1397
"CA2310002",NA,192
"CA2310003",NA,2703
"CA2310004",0,1129
"CA2310005",1,949
"CA2310006",0,1313
"CA2310007",0,253
"CA2310008",0,675
"CA2310009",0,748
"CA2310010",0,45
"CA2310011",0,30
"CA2310012",0,18
"CA2310013",0,52
"CA2400046",0,31
"CA2400053",2,NA
"CA2400084",0,NA
"CA2400128",NA,NA
"CA2400167",0,17
"CA2400172",2,25
"CA2400201",3,14
"CA2400209",3,6
"CA2410001",0,3710
"CA2410002",NA,900
"CA2410003",0,1335
"CA2410004",NA,1841
