"pwsid","total_pop","mhi","hh_inc_lowest_quintile","black_alone_per","asian_alone_per","white_alone_per","AIAN_alone_per","NAPI_alone_per","other_alone_per","mixed_alone_per","hisp_alone_per","ageunder_5_per","age_over_61_per","bachelors_per","laborforce_unemployed_per","water_rate_less_125_per","water_rate_between_125_249_per","water_rate_between_250_499_per","water_rate_between_500_749_per","water_rate_between_750_999_per","water_rate_over_1000_per","hh_below_pov_per","hh_rent_home_per","hh_own_home_per","poc_alone_per","pop_in_pov_per","no_health_insurance_per","epic_pop_density","most_common_rate_tidy"
"VT0005281",130,66136,21670,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,240,"Most people pay between $250-499 for water & sewer annually"
"VT0005282",17,NA,NA,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,245,"Most people pay between $250-499 for water & sewer annually"
"VT0005283",15,NA,NA,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,186,"Most people pay between $250-499 for water & sewer annually"
"VT0005284",1582,91380,43598,0,0.89,97.11,0,0,0.22,1.79,0.62,7.13,23.35,28.48,2.05,6.62,15.61,29.69,22.07,12.98,13.03,9.53,30.55,69.45,2.89,9.5,4.17,852,"Most people pay between $250-499 for water & sewer annually"
"VT0005287",98,92231,43950,0,0.92,97.35,0,0,0.08,1.66,0.5,7.54,23.36,28.34,2.01,6.25,16.07,28.35,22.54,13.39,13.39,10.22,32.79,67.21,2.65,10.07,4.1,667,"Most people pay between $250-499 for water & sewer annually"
"VT0005289",194,82639,38063,0.78,0.25,96.55,0.99,0,0.18,1.24,0.67,4.37,24.19,27.45,4.66,7.5,0,57.5,20,5,10,5.69,10.5,89.5,3.45,5.42,6.61,179,"Most people pay between $250-499 for water & sewer annually"
"VT0005290",9704,42760,19053,0.64,1.63,94.09,0,0,0.05,3.59,2.07,5.45,27.73,23.63,7.01,7.84,8.34,12.63,41.49,17.9,11.81,22.74,49.78,50.22,5.91,24.52,5.5,867,"Most people pay between $500-749 for water & sewer annually"
"VT0005291",42,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,263,"Most people pay > $1000 for water & sewer annually"
"VT0005294",95,55465,34438,1.11,0,96.29,0.64,0.48,0.27,1.22,1.43,1.8,27.31,26.79,1.43,16.67,19.44,38.89,25,0,0,4.42,23.48,76.52,3.71,2.66,6.63,344,"Most people pay between $250-499 for water & sewer annually"
"VT0005298",2902,48658,18593,3.62,3.55,82.83,0.41,0,0.05,9.54,3.27,3.84,24.69,19.64,3.98,6.6,3.57,8.75,31.64,15.04,34.39,18.55,46.22,53.78,17.17,18.71,2.53,783,"Most people pay > $1000 for water & sewer annually"
"VT0005303",280,85039,32333,0,0,98.86,0,0,0,1.14,1.1,7.05,33.96,17.9,2.22,9.59,5.48,13.7,32.88,27.4,10.96,10.47,28.19,71.81,1.14,12.07,7.32,305,"Most people pay between $500-749 for water & sewer annually"
"VT0005304",51,85039,32333,0,0,98.86,0,0,0,1.14,1.1,7.05,33.96,17.9,2.22,9.59,5.48,13.7,32.88,27.4,10.96,10.47,28.19,71.81,1.14,12.07,7.32,637,"Most people pay between $500-749 for water & sewer annually"
"VT0005305",246,85500,42952,0,0.03,99.94,0.01,0,0,0.02,2.09,1.38,28.67,24.75,6.3,0.64,0.32,0,98.5,0.54,0,7.47,7.72,92.28,0.06,3.81,3.16,168,"Most people pay between $500-749 for water & sewer annually"
"VT0005306",273,64297,25759,5.39,0.23,89.64,1.21,0,0.56,2.97,3.69,4.08,29.34,20.83,6.46,1.89,14.15,38.68,7.55,18.87,18.87,16.03,13.8,86.2,10.36,15.12,5.59,162,"Most people pay between $250-499 for water & sewer annually"
"VT0005309",47,64297,25759,5.39,0.23,89.64,1.21,0,0.56,2.97,3.69,4.08,29.34,20.83,6.46,1.89,14.15,38.68,7.55,18.87,18.87,16.03,13.8,86.2,10.36,15.12,5.59,555,"Most people pay between $250-499 for water & sewer annually"
"VT0005310",233,59821,25717,0,1.36,94.69,0,0,0.7,3.25,2.71,6.56,34.74,21.49,1.59,0,4.94,6.17,17.28,24.69,46.91,5.27,31.62,68.38,5.31,5.44,1.79,208,"Most people pay > $1000 for water & sewer annually"
"VT0005312",34,64881,30235,0,1.52,96.91,0,0,0,1.57,0.44,4.41,26,15.39,4.96,8.93,4.46,6.25,8.93,20.54,50.89,9.67,10.97,89.03,3.09,7.95,4.21,111,"Most people pay > $1000 for water & sewer annually"
"VT0005313",95,59821,25717,0,1.36,94.69,0,0,0.7,3.25,2.71,6.56,34.74,21.49,1.59,0,4.94,6.17,17.28,24.69,46.91,5.27,31.62,68.38,5.31,5.44,1.79,101,"Most people pay > $1000 for water & sewer annually"
"VT0005314",68,75361,35564,0.56,1,96.76,0.28,0,0,1.41,0.97,5,26.14,26.57,2.85,0,0,50,20,30,0,6.06,20.32,79.68,3.24,7.14,5.48,68,"Most people pay between $250-499 for water & sewer annually"
"VT0005315",669,64099,29929,0.14,0.5,95.02,0.17,0,0.06,4.12,2.52,3.3,32.87,23.07,5.53,8.08,6.08,23.76,13.36,17.06,31.65,10.79,15.52,84.48,4.98,9.22,3,228,"Most people pay > $1000 for water & sewer annually"
"VT0005317",662,61250,26375,0.23,0,95.44,0,0,0,4.33,4.11,5.97,22.45,18.77,2.53,20.18,0,23.85,5.5,32.11,18.35,7.04,17.92,82.08,4.56,10.1,9.68,287,"Most people pay between $750-999 for water & sewer annually"
"VT0005318",1200,61397,17305,2.99,0,96.64,0,0,0.3,0.07,0,2.69,34.34,27.23,1.15,5.23,11.73,16.96,6.96,43.9,15.22,12.14,20.9,79.1,3.36,7.11,4.03,236,"Most people pay between $750-999 for water & sewer annually"
"VT0005319",5888,61404,25473,1.45,3.33,91.54,0.03,0,0.73,2.93,1.16,3.81,24.72,26.22,3.67,4.74,7.06,21.28,36.18,19.32,11.42,9.86,32.38,67.62,8.46,8,4.23,813,"Most people pay between $500-749 for water & sewer annually"
"VT0005320",1472,56611,25904,0.45,0.8,91.52,0.57,0,4.42,2.25,6.15,3.24,36.66,29.8,0.54,5.23,11.69,16.54,31.49,30.24,4.81,12.61,13.57,86.43,8.48,8.13,5.6,174,"Most people pay between $500-749 for water & sewer annually"
"VT0005322",320,66356,29958,0.33,0.9,96.37,0.16,0,0.06,2.18,0.07,3.93,21.75,15.89,3.71,11.11,7.07,44.83,14.1,8.4,14.48,7.6,17.24,82.76,3.63,6.88,4.06,240,"Most people pay between $250-499 for water & sewer annually"
"VT0005323",642,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,217,"Most people pay between $250-499 for water & sewer annually"
"VT0005324",8,NA,NA,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,152,"Most people pay between $250-499 for water & sewer annually"
"VT0005325",46,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,133,"Most people pay between $250-499 for water & sewer annually"
"VT0005326",932,121509,38933,0,1.59,94.45,0,0,0,3.96,2.43,7.56,16.94,31.02,6.18,5.58,22.84,25.38,29.95,0,16.24,4.16,24.43,75.57,5.55,5.52,0.56,408,"Most people pay between $500-749 for water & sewer annually"
"VT0005328",251,64063,29952,0,0.55,95.06,0.18,0,0,4.21,2.24,2.55,33.68,23.48,5.99,8.33,4.32,24.07,13.58,17.28,32.41,10.33,14.79,85.21,4.94,8.93,2.7,254,"Most people pay > $1000 for water & sewer annually"
"VT0005330",431,67000,28048,1.45,0,94.63,0,0,0.58,3.34,5.08,10.34,25.3,18.6,0.81,0,62.5,13.75,6.25,10,7.5,16.03,23.72,76.28,5.37,11.9,5.74,489,"Most people pay between $125-249 for water & sewer annually"
"VT0005331",1,NA,NA,1.45,0,94.63,0,0,0.58,3.34,5.08,10.34,25.3,18.6,0.81,0,62.5,13.75,6.25,10,7.5,16.03,23.72,76.28,5.37,11.9,5.74,478,"Most people pay between $125-249 for water & sewer annually"
"VT0005333",5411,56799,21992,0.3,0.77,95.15,0.14,0,0.85,2.78,1.83,2.42,27.76,16.12,7.14,10.69,17.44,34.15,19.84,7.97,9.91,15.67,28.12,71.88,4.85,17.01,3.26,651,"Most people pay between $250-499 for water & sewer annually"
"VT0005335",31,NA,NA,0.56,1,96.76,0.28,0,0,1.41,0.97,5,26.14,26.57,2.85,0,0,50,20,30,0,6.06,20.32,79.68,3.24,7.14,5.48,222,"Most people pay between $250-499 for water & sewer annually"
"VT0005339",432,67236,37691,0.67,0,89.46,0,0,0,9.87,0.25,2.72,31.91,16.14,1.42,23.48,0,40,17.39,0,19.13,10.17,4.45,95.55,10.54,8.84,4.13,495,"Most people pay between $250-499 for water & sewer annually"
"VT0005341",2582,44761,25141,0,0,94.21,0,0,1.4,4.39,2.69,6.25,33.84,16.12,3.32,4.9,3.67,3.7,32.26,25.53,29.94,8.39,36.6,63.4,5.79,5.98,8.07,528,"Most people pay between $500-749 for water & sewer annually"
"VT0005342",40,44761,25141,0,0,94.22,0,0,1.4,4.38,2.7,6.26,33.87,16.12,3.32,4.89,3.67,3.67,32.27,25.55,29.95,8.39,36.71,63.29,5.78,5.97,8.09,670,"Most people pay between $500-749 for water & sewer annually"
"VT0005343",1170,104716,44526,1.53,0,97.58,0,0,0.33,0.56,1.46,3.62,33.31,28.55,0.99,10.78,8.63,28.24,19.02,16.67,16.67,4.47,23.28,76.72,2.42,3.49,1.58,217,"Most people pay between $250-499 for water & sewer annually"
"VT0005344",56,80789,31250,0,0.73,96.81,0,0,0.42,2.05,1.14,8.7,33.6,12.13,4.59,19.7,15.66,26.26,25.76,0,12.63,5.91,12.18,87.82,3.19,6.51,0.69,624,"Most people pay between $250-499 for water & sewer annually"
"VT0005347",52,NA,NA,0.37,0,97.45,0,0,0.29,1.89,0.57,3.49,31.57,17.38,3.34,73.68,0,0,0,0,26.32,3.71,19.49,80.51,2.55,4.52,11.54,689,"Most people pay < $125 for water & sewer annually"
"VT0005353",37,54696,31533,0,2.12,95.23,0.29,0,0.38,1.98,2.81,4.07,35.49,22.89,1.3,4.71,0,59.32,19.34,9.63,7.01,7.65,18.15,81.85,4.77,7.69,3.94,505,"Most people pay between $250-499 for water & sewer annually"
"VT0005357",3,NA,NA,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,22,"Most people pay between $250-499 for water & sewer annually"
"VT0005359",45,46928,28273,0.06,0.17,94.44,0.28,0,0.06,5.01,1.6,4.51,28.12,21.24,2.69,10.75,10.28,42.52,31.78,2.8,1.87,10.58,37.47,62.53,5.56,9.18,10.65,315,"Most people pay between $250-499 for water & sewer annually"
"VT0005374",24,NA,NA,0.46,0.8,91.5,0.57,0,4.44,2.25,6.17,3.24,36.72,29.85,0.52,5.22,11.69,16.49,31.52,30.27,4.8,12.63,13.56,86.44,8.5,8.13,5.6,284,"Most people pay between $500-749 for water & sewer annually"
"VT0005375",150,56595,25897,0.46,0.8,91.5,0.57,0,4.44,2.25,6.17,3.24,36.72,29.85,0.52,5.22,11.69,16.49,31.52,30.27,4.8,12.63,13.56,86.44,8.5,8.13,5.6,684,"Most people pay between $500-749 for water & sewer annually"
"VT0005378",210,74107,32219,0.05,2.33,97.35,0.01,0,0.06,0.2,0.88,4.01,32.6,14.38,4.51,12.92,19.11,29.52,7.81,12.34,18.28,5.68,25.8,74.2,2.65,9.93,0.16,929,"Most people pay between $250-499 for water & sewer annually"
"VT0005379",77,91456,42130,0.12,1.97,91.52,0.72,0,1.1,4.57,1.92,4.78,20.3,13.52,4.18,15.98,17.78,53.61,3.09,9.54,0,10.71,5.9,94.1,8.48,5.55,2.15,585,"Most people pay between $250-499 for water & sewer annually"
"VT0005381",62,62134,26189,1.11,0.8,95.06,0.12,0,0.24,2.68,2.47,4.31,24.42,14.59,5.67,7.69,17.58,30.77,37.36,6.59,0,13.84,11.93,88.07,4.94,10.64,5.85,365,"Most people pay between $500-749 for water & sewer annually"
"VT0005382",16,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,240,"Most people pay between $750-999 for water & sewer annually"
"VT0005384",20,NA,NA,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,206,"Most people pay between $750-999 for water & sewer annually"
"VT0005385",116,74065,21822,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,290,"Most people pay between $500-749 for water & sewer annually"
"VT0005397",36,109432,58429,0,0.63,99.16,0,0,0.21,0,0.42,2.2,26.62,34.65,4.94,28.57,28.57,10.71,25,0,7.14,3.39,10.18,89.82,0.84,2.88,4.3,109,"Most people pay < $125 for water & sewer annually"
"VT0005399",121,55268,18163,0.63,1.59,94.17,0.13,0,0.67,2.81,2.09,2.45,24.71,18.38,11.76,9.36,25.64,28.68,10.09,9.36,16.89,15.8,29.92,70.08,5.83,18.9,3.73,306,"Most people pay between $250-499 for water & sewer annually"
"VT0005403",115,86524,42909,0,0.08,98.24,0,0,0,1.68,0.51,6.04,16.48,28.39,3.99,8.55,14.77,41.45,16.58,15.54,3.11,7.03,16.18,83.82,1.76,4.03,2.37,413,"Most people pay between $250-499 for water & sewer annually"
"VT0005404",53,60150,27294,2.03,3.99,91.11,0,0,0.72,2.14,0.81,3.97,21.34,25.54,4,4.88,6.96,17.99,36.26,21.61,12.3,8.43,36.56,63.44,8.89,6.46,4.51,7363,"Most people pay between $500-749 for water & sewer annually"
"VT0005419",24,60308,21629,1.74,0.43,96.24,0,0,0,1.59,0.87,4.05,28,30,3.49,0,0,7.5,67.5,12.5,12.5,15.28,17.4,82.6,3.76,11.07,14.91,390,"Most people pay between $500-749 for water & sewer annually"
"VT0005424",64,56595,25897,0.46,0.8,91.5,0.57,0,4.44,2.25,6.17,3.24,36.72,29.85,0.52,5.22,11.69,16.49,31.52,30.27,4.8,12.63,13.56,86.44,8.5,8.13,5.6,256,"Most people pay between $500-749 for water & sewer annually"
"VT0005426",61,105625,52862,0.75,1.23,93.14,0,0,0,4.88,0.36,5.43,22.16,27.47,1.38,5.84,1.95,2.72,9.34,3.89,76.26,3.11,22.42,77.58,6.86,2.62,1.14,198,"Most people pay > $1000 for water & sewer annually"
"VT0005427",71,85039,32333,0,0,98.86,0,0,0,1.14,1.1,7.05,33.96,17.9,2.22,9.59,5.48,13.7,32.88,27.4,10.96,10.47,28.19,71.81,1.14,12.07,7.32,145,"Most people pay between $500-749 for water & sewer annually"
"VT0005429",198,74107,32219,0.03,2.31,97.58,0,0,0,0.08,0.84,3.99,32.8,13.83,4.56,13,19.2,29.72,7.74,12.07,18.27,5.71,26.37,73.63,2.42,10.14,0.03,795,"Most people pay between $250-499 for water & sewer annually"
"VT0005435",45,NA,NA,0,0.68,95.12,0,0,1.37,2.83,1.6,3.72,23.28,29.59,2.28,13.39,7.14,54.46,13.39,5.36,6.25,4.3,13.53,86.47,4.88,4.86,4.71,359,"Most people pay between $250-499 for water & sewer annually"
"VT0005441",131,75577,34500,2.02,0.01,93.36,0.17,0,0,4.43,3.45,4.74,29.89,20.48,1.89,7.3,1.54,48.99,4.49,18.78,18.89,9.25,8.94,91.06,6.64,9.16,4.59,320,"Most people pay between $250-499 for water & sewer annually"
"VT0005450",37,NA,NA,0.61,0.65,94.89,0.04,0,0.4,3.41,2.13,6.94,21.73,31.44,1.76,5.78,2.41,58.55,11.33,7.95,13.98,3.54,11.92,88.08,5.11,5.22,6.39,231,"Most people pay between $250-499 for water & sewer annually"
"VT0005452",106,64297,25759,5.39,0.23,89.64,1.21,0,0.56,2.97,3.69,4.08,29.34,20.83,6.46,1.89,14.15,38.68,7.55,18.87,18.87,16.03,13.8,86.2,10.36,15.12,5.59,113,"Most people pay between $250-499 for water & sewer annually"
"VT0005462",51,60308,21629,1.74,0.43,96.24,0,0,0,1.59,0.87,4.05,28,30,3.49,0,0,7.5,67.5,12.5,12.5,15.28,17.4,82.6,3.76,11.07,14.91,30,"Most people pay between $500-749 for water & sewer annually"
"VT0005469",636,91198,43913,0,0,95.74,1.09,0,0,3.17,1.09,3.9,27.69,21.66,0,8.52,32.6,38.69,12.41,7.79,0,7.45,10.5,89.5,4.26,4.76,2.5,586,"Most people pay between $250-499 for water & sewer annually"
"VT0005471",89,67857,35943,0.14,0.22,97.29,0.1,0,1.14,1.12,1.61,3.8,30.55,18.9,6.31,3.09,2.22,12.26,4.63,31.27,46.53,8.61,19.86,80.14,2.71,6.87,5.19,2031,"Most people pay > $1000 for water & sewer annually"
"VT0005475",60,121509,38933,0,1.59,94.45,0,0,0,3.96,2.43,7.56,16.94,31.02,6.18,5.58,22.84,25.38,29.95,0,16.24,4.16,24.43,75.57,5.55,5.52,0.56,419,"Most people pay between $500-749 for water & sewer annually"
"VT0005476",163,96442,47939,0.89,0.14,95.81,0.3,0,0.33,2.54,1.4,6.38,28.93,35.14,0.54,23.38,23.26,29.86,16.55,5.28,1.68,2.4,9.12,90.88,4.19,4.25,2.24,473,"Most people pay between $250-499 for water & sewer annually"
"VT0005490",19,NA,NA,0,0,97.09,0.08,0,0,2.83,0.19,5.95,24.56,18.53,2.76,3.66,4.62,24.86,18.5,16.38,31.98,7.71,28.93,71.07,2.91,5.61,2.97,1226,"Most people pay > $1000 for water & sewer annually"
"VT0005493",29,NA,NA,0,0.68,95.12,0,0,1.37,2.83,1.6,3.72,23.28,29.59,2.28,13.39,7.14,54.46,13.39,5.36,6.25,4.3,13.53,86.47,4.88,4.86,4.71,285,"Most people pay between $250-499 for water & sewer annually"
"VT0005499",185,74107,32219,0.03,2.31,97.58,0,0,0,0.08,0.84,3.99,32.8,13.83,4.56,13,19.2,29.72,7.74,12.07,18.27,5.71,26.37,73.63,2.42,10.14,0.03,386,"Most people pay between $250-499 for water & sewer annually"
"VT0005502",35,63173,35120,0.2,0,97.37,0.88,0,0.15,1.41,3.71,4.29,23.26,9.37,8.74,15.38,0,60,7.69,0,16.92,5.45,7.15,92.85,2.63,5.63,3.8,204,"Most people pay between $250-499 for water & sewer annually"
"VT0005503",308,60139,25700,0,0,97.49,0.14,0,0.23,2.15,0.82,5.71,19.45,17.6,2.39,13.75,11.25,28.75,33.75,0,12.5,14.48,14.35,85.65,2.51,13.25,4.98,175,"Most people pay between $500-749 for water & sewer annually"
"VT0005504",2,NA,NA,0,0.63,99.16,0,0,0.21,0,0.42,2.2,26.62,34.65,4.94,28.57,28.57,10.71,25,0,7.14,3.39,10.18,89.82,0.84,2.88,4.3,30,"Most people pay < $125 for water & sewer annually"
"VT0005513",50,111535,53149,0.97,0.28,96.26,0,0,0.51,1.97,1.21,5.05,28.59,29.78,2.63,13.7,5.48,19.86,16.44,21.92,22.6,3.26,9.67,90.33,3.74,2.98,5.33,324,"Most people pay > $1000 for water & sewer annually"
"VT0005515",96,NA,NA,1.5,0.43,95.72,0,0,0.72,1.63,1.37,2.13,23.39,23.16,3.9,19.86,2.31,15.7,40.88,7.16,14.09,19.29,22.31,77.69,4.28,17.14,4.15,1335,"Most people pay between $500-749 for water & sewer annually"
"VT0005517",71,NA,NA,0,0,98.09,0.36,0,0.64,0.91,0.49,3.59,31.76,18.82,10.7,5.31,20.29,25.12,41.55,3.86,3.86,8.82,8.58,91.42,1.91,9.12,2.61,436,"Most people pay between $500-749 for water & sewer annually"
"VT0005518",71,70813,34471,0,0.06,95.76,0,0,0,4.18,0,2.67,20.6,9,0.82,0,7.97,9.27,4.09,26.08,52.59,10.16,11.34,88.66,4.24,9.54,4.13,419,"Most people pay > $1000 for water & sewer annually"
"VT0005523",91,NA,NA,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,255,"Most people pay between $500-749 for water & sewer annually"
"VT0005524",16,NA,NA,0,0.63,99.16,0,0,0.21,0,0.42,2.2,26.62,34.65,4.94,28.57,28.57,10.71,25,0,7.14,3.39,10.18,89.82,0.84,2.88,4.3,92,"Most people pay < $125 for water & sewer annually"
"VT0005525",34,66136,21670,2.39,0.12,96.32,0,0,0.18,0.98,0.8,3.74,26.65,37.59,0.77,0,0,34.52,29.76,4.76,30.95,14.67,9.54,90.46,3.68,15.5,4.11,155,"Most people pay between $250-499 for water & sewer annually"
"VT0005529",15,80789,31250,0,0.73,96.81,0,0,0.42,2.05,1.14,8.7,33.6,12.13,4.59,19.7,15.66,26.26,25.76,0,12.63,5.91,12.18,87.82,3.19,6.51,0.69,169,"Most people pay between $250-499 for water & sewer annually"
"VT0005530",29,59821,28545,0.16,0.05,90.05,0,0,0.05,9.68,3.75,4.71,27.66,25.74,2.55,21.65,4.12,34.02,37.11,0,3.09,8.94,10.75,89.25,9.95,9.28,2.91,631,"Most people pay between $500-749 for water & sewer annually"
"VT0005532",50,77739,31875,0.09,1.77,94.05,0,0,0.32,3.77,3.77,4.56,28.57,18.6,2.47,21.74,0,36.96,0,41.3,0,6.16,22.29,77.71,5.95,6.92,5.41,292,"Most people pay between $750-999 for water & sewer annually"
"VT0005534",311,73017,31646,0.29,1.91,97.01,0.03,0,0.01,0.74,1.35,3.69,31.83,15.55,4.57,10.16,11.95,29.2,19.1,13.25,16.34,7.79,28.34,71.66,2.99,10.54,1,674,"Most people pay between $250-499 for water & sewer annually"
"VT0005535",204,103313,52094,2.05,0,95.85,0.17,0,0,1.93,0.71,5.77,16.12,14.51,4.05,4.43,12.79,27.68,21.54,13.45,20.11,3.35,12.98,87.02,4.15,4.82,2,1303,"Most people pay between $250-499 for water & sewer annually"
"VT0005536",14,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,154,"Most people pay > $1000 for water & sewer annually"
"VT0005537",3,75577,34500,2.03,0,93.35,0.18,0,0,4.45,3.47,4.76,29.89,20.45,1.87,7.25,1.45,49.28,4.35,18.84,18.84,9.25,8.88,91.12,6.65,9.14,4.59,45,"Most people pay between $250-499 for water & sewer annually"
"VT0005538",25,NA,NA,0.02,0,95.62,1.44,0,2.42,0.5,1.82,4.03,35.78,39.92,3.05,21.84,9.43,22.99,31.72,0,14.02,10.79,28.11,71.89,4.38,8.15,3.69,137,"Most people pay between $500-749 for water & sewer annually"
"VT0005539",15,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,171,"Most people pay between $750-999 for water & sewer annually"
"VT0005540",12,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,128,"Most people pay between $750-999 for water & sewer annually"
"VT0005541",24,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,157,"Most people pay > $1000 for water & sewer annually"
"VT0005542",15,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,138,"Most people pay > $1000 for water & sewer annually"
"VT0005545",8,NA,NA,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,95,"Most people pay > $1000 for water & sewer annually"
"VT0005555",126,60371,25757,0.12,0.09,97.22,0.13,0,0.23,2.21,1.01,5.55,20.01,17.22,2.77,13.33,11.69,28.89,34,0.45,11.64,14.4,14.07,85.93,2.78,12.96,5.07,490,"Most people pay between $500-749 for water & sewer annually"
"VT0005556",164,91456,42130,0.12,1.97,91.52,0.72,0,1.1,4.57,1.92,4.78,20.3,13.52,4.18,15.98,17.78,53.61,3.09,9.54,0,10.71,5.9,94.1,8.48,5.55,2.15,701,"Most people pay between $250-499 for water & sewer annually"
"VT0005557",86,111535,53149,0.97,0.28,96.26,0,0,0.51,1.97,1.21,5.05,28.59,29.78,2.63,13.7,5.48,19.86,16.44,21.92,22.6,3.26,9.67,90.33,3.74,2.98,5.33,129,"Most people pay > $1000 for water & sewer annually"
"VT0005563",26,57800,29600,1.93,0,95.23,2.84,0,0,0,0,2.84,31.56,17.08,2.01,55.56,0,0,44.44,0,0,6.7,13.88,86.12,4.77,9.67,6.47,650,"Most people pay < $125 for water & sewer annually"
"VT0005565",174,67569,27769,0.64,0.22,96.31,0.86,0,0.13,1.85,1.01,5.17,22.93,14.79,3.93,10.47,1.57,19.37,20.68,28.27,19.63,9.37,13.89,86.11,3.69,8.39,4.03,35,"Most people pay between $750-999 for water & sewer annually"
"VT0005566",1452,72222,34220,4.47,0.02,93.07,0,0,0,2.44,1.61,3.5,18.7,20.39,3.06,4.73,3.63,27.76,20.45,35.41,8.03,4.28,22.96,77.04,6.93,2.98,1.28,600,"Most people pay between $750-999 for water & sewer annually"
"VT0005570",64,71302,28048,0,0.54,95.12,0,0,0.08,4.26,1.9,5.11,28.92,23.35,2.07,6.15,7.69,58.46,27.69,0,0,11.47,15.43,84.57,4.88,8.06,3.87,660,"Most people pay between $250-499 for water & sewer annually"
"VT0005571",10,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,57,"Most people pay between $750-999 for water & sewer annually"
"VT0005573",25,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,17,"Most people pay between $750-999 for water & sewer annually"
"VT0005575",8,80216,37209,0.6,2.7,91.75,0.22,0,1.6,3.14,1.91,4.33,27.91,28.47,3.36,9.52,15.65,21.09,10.88,23.81,19.05,4.77,11.32,88.68,8.25,4.66,3.36,62,"Most people pay between $750-999 for water & sewer annually"
"VT0005578",41,45625,23233,0.88,1.86,95.93,0,0,0,1.33,0.97,2.57,32.83,36.52,5.21,0,6.48,10.19,11.11,0,72.22,10.88,28.07,71.93,4.07,13.36,4.87,132,"Most people pay > $1000 for water & sewer annually"
"VT0005581",35,75024,33490,0.4,0.11,95.19,0.37,0.04,0.53,3.36,0.73,2.35,26.33,20.75,2.69,9.3,9.3,19.19,9.88,42.44,9.88,9.17,16.09,83.91,4.81,11.17,5.99,300,"Most people pay between $750-999 for water & sewer annually"
