"pwsid","date_issued","date_lifted","epic_date_lifted_flag","type","state"
"TX1500012","2021-08-27","2021-08-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270182","2021-08-27","2021-08-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0010020","2021-08-26","2021-08-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1550005","2021-08-26","2021-08-30","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700601","2021-08-26","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2120035","2021-08-26","2021-08-28","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2270255","2021-08-26","2021-08-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140006","2021-08-25","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140116","2021-08-25","2021-08-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0790385","2021-08-25","2021-08-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010532","2021-08-25","2021-08-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1012000","2021-08-25","2021-08-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1090001","2021-08-25","2021-08-27","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2460015","2021-08-25","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0370054","2021-08-24","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0670005","2021-08-24","2021-08-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010947","2021-08-24","Open","Reported","Issued-BWN - WATER OUTAGE","Texas"
"TX1170003","2021-08-24","2021-08-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1470031","2021-08-24","2022-11-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2030015","2021-08-24","2021-08-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2350036","2021-08-24","2021-08-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0030028","2021-08-23","2021-09-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011536","2021-08-23","2023-09-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020026","2021-08-23","2021-08-25","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870010","2021-08-23","2021-08-26","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1870165","2021-08-23","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2280035","2021-08-23","2021-08-27","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX0200019","2021-08-22","2021-08-25","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1360001","2021-08-22","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700555","2021-08-22","2021-08-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700555","2021-08-22","2021-08-23","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140006","2021-08-21","2021-08-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1070025","2021-08-21","2021-08-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1330024","2021-08-21","2021-08-26","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1870166","2021-08-21","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011687","2021-08-20","2021-08-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1260002","2021-08-20","2021-08-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1260012","2021-08-20","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1550096","2021-08-20","2021-12-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1900001","2021-08-20","2021-08-25","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2350049","2021-08-20","2021-08-26","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1280002","2021-08-19","2021-08-25","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1550008","2021-08-19","2021-08-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2360078","2021-08-19","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140006","2021-08-18","2021-08-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140116","2021-08-18","2021-08-19","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700588","2021-08-18","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870005","2021-08-18","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2010013","2021-08-18","2021-08-26","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX2040038","2021-08-18","2021-08-19","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270227","2021-08-18","2021-08-19","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2330063","2021-08-18","2021-08-19","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200067","2021-08-17","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0360005","2021-08-17","2021-12-16","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0600001","2021-08-17","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0640022","2021-08-17","2021-08-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020081","2021-08-17","2021-08-19","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1160012","2021-08-17","2021-08-18","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1470026","2021-08-17","2021-08-18","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2030007","2021-08-17","2021-08-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200125","2021-08-16","2021-08-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0270026","2021-08-16","2021-08-18","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0270081","2021-08-16","Open","Reported","Issued-BWN - TURBIDITY","Texas"
"TX0280003","2021-08-16","2021-08-18","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0700063","2021-08-16","2021-08-18","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0720013","2021-08-16","2021-09-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0730002","2021-08-16","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0670015","2021-08-15","2021-08-19","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700061","2021-08-15","2021-08-18","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1740011","2021-08-15","2021-08-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870040","2021-08-14","2021-08-19","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2020001","2021-08-14","2021-08-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0270141","2021-08-13","2021-08-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0910001","2021-08-13","2021-08-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020004","2021-08-13","2021-08-20","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX2010002","2021-08-13","2021-08-16","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2430002","2021-08-13","2021-08-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140031","2021-08-12","2021-08-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011647","2021-08-12","2021-08-13","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020002","2021-08-12","2021-08-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020081","2021-08-12","2021-08-13","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1150007","2021-08-12","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1400002","2021-08-12","2021-08-13","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700171","2021-08-12","2021-08-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870105","2021-08-12","2021-08-16","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150007","2021-08-12","2021-08-14","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700152","2021-08-11","2021-08-13","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0130003","2021-08-10","2021-10-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1460141","2021-08-10","2021-08-12","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870007","2021-08-10","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270226","2021-08-10","2021-08-12","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2350036","2021-08-10","2021-08-12","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1050139","2021-08-09","2022-06-17","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870009","2021-08-09","2021-08-11","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150001","2021-08-09","2021-08-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150007","2021-08-09","2021-08-11","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270016","2021-08-09","2021-08-10","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270041","2021-08-09","2021-08-11","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2280011","2021-08-09","2021-08-19","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2280028","2021-08-09","2021-08-19","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2350008","2021-08-09","2021-08-12","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0780001","2021-08-07","2021-08-13","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0010028","2021-08-06","2021-10-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0100062","2021-08-06","2021-08-07","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2050005","2021-08-06","2021-08-08","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0840044","2021-08-05","2021-08-10","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010116","2021-08-05","2021-08-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870009","2021-08-05","2021-08-09","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2350006","2021-08-05","2021-08-13","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX2400025","2021-08-05","2021-08-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0010028","2021-08-04","2021-08-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140002","2021-08-04","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0500002","2021-08-04","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0740005","2021-08-04","2021-08-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010085","2021-08-04","2021-08-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1013366","2021-08-04","2021-08-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1090030","2021-08-04","2021-08-13","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1820061","2021-08-04","2021-08-11","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2270069","2021-08-04","2021-08-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270083","2021-08-04","2021-08-12","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270182","2021-08-04","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2280029","2021-08-04","2021-08-19","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX0190004","2021-08-03","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0500020","2021-08-03","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0790389","2021-08-03","2021-08-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010288","2021-08-03","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1220003","2021-08-03","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700106","2021-08-03","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0100015","2021-08-02","2021-08-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010163","2021-08-02","2021-08-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1210060","2021-08-02","2021-08-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1280002","2021-08-02","2021-08-06","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0270006","2021-08-01","2021-08-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010092","2021-08-01","2021-08-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1750014","2021-08-01","2021-08-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2470018","2021-08-01","2021-08-04","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700901","2021-07-31","2021-08-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1740020","2021-07-31","2021-08-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2280005","2021-07-31","2021-08-04","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0340018","2021-07-30","2021-08-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0370052","2021-07-30","2021-07-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1280002","2021-07-30","2021-08-04","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1700096","2021-07-30","2021-08-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1770007","2021-07-30","2021-08-05","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2030001","2021-07-30","2021-08-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2040024","2021-07-30","2022-01-07","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2270054","2021-07-30","2021-08-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0380015","2021-07-29","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0700028","2021-07-29","2021-07-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1810005","2021-07-29","2021-07-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2040024","2021-07-29","2021-07-30","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0470002","2021-07-28","2021-07-31","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0500015","2021-07-28","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0790423","2021-07-28","2021-08-05","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0950070","2021-07-28","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010085","2021-07-28","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1010670","2021-07-28","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1070251","2021-07-28","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700694","2021-07-28","2021-08-04","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700866","2021-07-28","2021-07-29","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX2150007","2021-07-28","2021-07-31","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2350006","2021-07-28","2021-07-30","Reported","Rescinded-BWN - MICROBIOLOGICAL ECOLI","Texas"
"TX0140006","2021-07-27","2021-08-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0360084","2021-07-27","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0700063","2021-07-27","2021-07-30","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0840004","2021-07-27","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1050100","2021-07-27","2021-08-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1070198","2021-07-27","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1220003","2021-07-27","2021-07-28","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1460100","2021-07-27","2021-08-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1460100","2021-07-27","2021-08-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1550033","2021-07-27","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2100005","2021-07-27","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011049","2021-07-26","2021-07-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011493","2021-07-26","2021-07-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1020047","2021-07-26","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1830011","2021-07-26","2021-08-03","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1840089","2021-07-26","2021-08-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1900004","2021-07-26","2021-08-20","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270182","2021-07-26","2021-07-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270333","2021-07-26","2021-08-02","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140002","2021-07-25","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140023","2021-07-25","2021-07-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0910085","2021-07-25","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011647","2021-07-25","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1210060","2021-07-25","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1330007","2021-07-25","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2520003","2021-07-24","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140023","2021-07-23","2021-07-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0190001","2021-07-23","2022-05-03","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0190021","2021-07-23","2021-07-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0370022","2021-07-23","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0370031","2021-07-23","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0670005","2021-07-23","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011227","2021-07-23","2021-07-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1110070","2021-07-23","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1550005","2021-07-23","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2150007","2021-07-23","2021-07-28","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2280006","2021-07-23","2021-07-27","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2490017","2021-07-23","2021-08-02","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1280002","2021-07-22","2021-07-24","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX1550005","2021-07-22","2021-07-23","Reported","Rescinded-BWN - LOW DISINFECTANT RESIDUAL DISTRIBUTION","Texas"
"TX1870067","2021-07-22","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1870126","2021-07-22","2021-07-30","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1900001","2021-07-22","2021-07-29","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1900011","2021-07-22","2021-07-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270242","2021-07-22","2021-07-24","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0920001","2021-07-21","2022-01-26","Reported","Rescinded-BWN - TURBIDITY","Texas"
"TX1010620","2021-07-21","2021-07-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1110004","2021-07-21","2021-07-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1460137","2021-07-21","2021-07-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2100005","2021-07-21","2021-07-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2270227","2021-07-21","2021-07-23","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX0140002","2021-07-20","2021-07-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0140116","2021-07-20","2021-07-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0200152","2021-07-20","2021-07-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0340068","2021-07-20","2021-07-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0360005","2021-07-20","2021-07-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0360017","2021-07-20","2021-07-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX0790396","2021-07-20","2021-07-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1013127","2021-07-20","2021-07-25","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1700080","2021-07-20","2021-07-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2010002","2021-07-20","2021-07-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2030034","2021-07-20","2021-07-22","Reported","Rescinded-BWN - LOW DISTRIBUTION PRESSURE","Texas"
"TX2270016","2021-07-20","2021-07-21","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX2320045","2021-07-20","2021-07-22","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1011901","2021-07-19","2021-07-23","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
"TX1840008","2021-07-19","2021-07-26","Reported","Rescinded-BWN - WATER OUTAGE","Texas"
