"pwsid","pws_name","primacy_agency","pop_cat_5","population_served_count","service_connections_count","service_area_type","symbology_field","detailed_facility_report","ewg_report_link","epic_area_mi2"
"VT0005107","Canaan Fd #2","VT","<=500",350,113,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005107&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005107",0.53
"VT0005110","Aqua Haven","VT","<=500",150,42,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005110&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005110",0.32
"VT0005111","Guildhall Water System","VT","<=500",136,53,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005111&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005111",1.47
"VT0005112","Lunenburg Fire District 1","VT","<=500",250,95,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005112&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005112",1
"VT0005113","Lunenburg Fire District 2","VT","<=500",400,115,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005113&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005113",0.69
"VT0005114","Bakersfield Fire District 1","VT","<=500",446,166,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005114&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005114",1.39
"VT0005115","East Berkshire Fire District 1","VT","<=500",184,70,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005115&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005115",0.87
"VT0005116","Enosburg Falls Water System","VT","501-3,300",1700,591,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005116&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005116",0.38
"VT0005117","Fairfax Water Dept","VT","501-3,300",1550,286,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005117&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005117",1.05
"VT0005118","Fairfax Heights Water Co","VT","<=500",100,27,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005118&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005118",0.14
"VT0005119","East Fairfield Fire District 1","VT","<=500",184,70,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005119&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005119",0.91
"VT0005120","Franklin Water System","VT","<=500",400,92,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005120&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005120",1.07
"VT0005121","South Georgia Fire District","VT","<=500",500,190,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005121&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005121",0.87
"VT0005125","Montgomery Water System","VT","501-3,300",530,190,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005125&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005125",0.07
"VT0005126","Richford Water System","VT","501-3,300",3000,771,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005126&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005126",3.83
"VT0005127","Sheldon Water System","VT","<=500",480,179,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005127&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005127",6.43
"VT0005130","St Albans Water Dept","VT","10,001-100,000",10200,4000,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005130&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005130",7.86
"VT0005132","Swanton Village Water","VT","3,301-10,000",4000,1373,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005132&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005132",7.74
"VT0005133","Sunset Terrace Estates","VT","<=500",45,17,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005133&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005133",0.14
"VT0005134","Homestead Acres Mhp","VT","<=500",81,31,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005134&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005134",0.22
"VT0005136","Alburgh Village Water System","VT","501-3,300",576,330,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005136&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005136",2
"VT0005137","Alburgh Fire District 1","VT","<=500",87,27,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005137&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005137",0.32
"VT0005139","Grand Isle Fire District 4","VT","501-3,300",1078,365,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005139&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005139",5.13
"VT0005149","Cambridge Village Water","VT","<=500",262,100,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005149&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005149",1.64
"VT0005150","Jeffersonville Water System","VT","501-3,300",700,256,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005150&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005150",2.99
"VT0005151","Smugglers Notch Water System","VT","501-3,300",2960,638,"Recreation Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005151&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005151",2.77
"VT0005152","Elmore Water District","VT","<=500",32,14,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005152&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005152",0.2
"VT0005153","Hyde Park Fire District 1","VT","<=500",275,93,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005153&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005153",0.91
"VT0005154","Hyde Park Water System","VT","<=500",462,228,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005154&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005154",2.79
"VT0005155","Mountain View Mhp","VT","<=500",75,31,"Mobile Home Park","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005155&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005155",0.08
"VT0005156","Johnson Village Water Dept","VT","501-3,300",1350,434,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005156&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005156",1.88
"VT0005158","Morristown Corners Water Corp","VT","<=500",150,55,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005158&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005158",0.59
"VT0005160","Morrisville Water And Light","VT","501-3,300",2935,1120,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005160&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005160",3.96
"VT0005162","Pinecrest Mobile Home Park","VT","<=500",139,53,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005162&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005162",0.19
"VT0005163","Stowe Water Dept","VT","3,301-10,000",3600,1370,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005163&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005163",31.85
"VT0005165","Mountainside Resort","VT","<=500",240,90,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005165&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005165",0.12
"VT0005168","Stowe F D 2 Gold Brook Circle","VT","<=500",86,35,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005168&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005168",0.28
"VT0005169","Waterville Fire District 1","VT","<=500",84,48,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005169&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005169",0.26
"VT0005170","Bradford Village Water System","VT","501-3,300",1512,573,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005170&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005170",4.73
"VT0005171","Mobile Acres Mhp","VT","<=500",252,96,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005171&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005171",0.16
"VT0005174","Fairlee Town Water","VT","501-3,300",967,284,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005174&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005174",1.84
"VT0005175","Newbury Village Inc","VT","<=500",480,171,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005175&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005175",3.67
"VT0005176","Wells River Water System","VT","<=500",490,130,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005176&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005176",0.99
"VT0005177","Randolph Center Water System","VT","501-3,300",1138,116,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005177&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005177",1.4
"VT0005179","Randolph Village","VT","501-3,300",2700,799,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005179&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005179",3.04
"VT0005180","Armstrongs Mhp","VT","<=500",45,17,"Mobile Home Park","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005180&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005180",0.11
"VT0005181","Thetford Water Coop Inc","VT","<=500",115,40,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005181&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005181",0.45
"VT0005182","Union Water Co","VT","<=500",61,23,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005182&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005182",0.32
"VT0005184","East Thetford Water Co","VT","<=500",250,41,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005184&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005184",0.41
"VT0005185","Washington Fire District","VT","<=500",170,65,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005185&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005185",1.02
"VT0005186","Williamstown Water Dept","VT","501-3,300",985,378,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005186&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005186",2.18
"VT0005188","Albany Water System","VT","<=500",200,80,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005188&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005188",0.79
"VT0005189","Barton Water System","VT","501-3,300",950,375,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005189&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005189",2.21
"VT0005190","Orleans Water System","VT","501-3,300",846,340,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005190&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005190",1.49
"VT0005191","Coventry Fire District 1","VT","<=500",251,70,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005191&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005191",0.65
"VT0005194","Craftsbury Fire District 2","VT","<=500",420,64,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005194&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005194",1.17
"VT0005195","Derby Center Water System","VT","501-3,300",1400,900,"Residential Area","Modeled","https://echo.epa.gov/detailed-facility-report?fid=VT0005195&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005195",1.94
"VT0005198","Greensboro Fire District 1","VT","501-3,300",551,220,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005198&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005198",2.47
"VT0005199","Greensboro Bend Fire District #2","VT","<=500",71,17,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005199&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005199",0.26
"VT0005200","Irasburg Fd #1","VT","<=500",200,98,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005200&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005200",1.81
"VT0005201","Jay Peak Subdivision Ii","VT","<=500",66,24,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005201&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005201",0.43
"VT0005202","Newport City Water System","VT","3,301-10,000",4766,2200,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005202&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005202",6.27
"VT0005204","Newport Center Water System","VT","<=500",330,123,"Residential Area","System Sourced","https://echo.epa.gov/detailed-facility-report?fid=VT0005204&sys=SDWIS","https://www.ewg.org/tapwater/system.php?pws=VT0005204",1.09
